pat_id, title, USPA#, kind_code, date, serial#, series_code, field_date, us_class, pub_class, int_class, assignee, city, state
pat1, TECHNIQUES FOR FACILITATING ELECTRICAL COMPONENT DESIGN FOR A SOLAR ENERGY SYSTEM, 20130061198, A1, March 7  2013, 426503, 13, March 21  2012, 716/139, 716/139, G06F 17/50 20060101 G06F017/50, solarcity corporation, san mateo, ca
pat2, TECHNIQUES FOR OPTIMIZING STRINGING OF SOLAR PANEL MODULES, 20130061189, A1, March 7  2013, 426487, 13, March 21  2012, 716/102, 716/102, G06F 17/50 20060101 G06F017/50, solarcity corporation, san mateo, ca
pat3, Systems and Methods for Mobile Design Automation, 20130061142, A1, March 7  2013, 227139, 13, September 7  2011, 715/709, 715/709, G06F 3/048 20060101 G06F003/048, solarcity corporation, san mateo, ca
pat4, High Throughput Multi-Wafer Epitaxial Reactor, 20130059430, A1, March 7  2013, 664332, 13, October 30  2012, 438/478 ; 257/E21.101, 438/478 ; 257/E21.101, H01L 21/205 20060101 H01L021/205, crystal solar  incorporated, santa clara, ca
pat5, COMPONENT INCLUDING A RECHARGEABLE BATTERY, 20130059173, A1, March 7  2013, 577580, 13, February 9  2011, 429/9 ; 29/623.3; 429/217; 429/231.8; 429/232; 429/233, 429/9 ; 429/233; 429/232; 429/231.8; 429/217; 29/623.3, H01M 4/64 20060101 H01M004/64; H01M 10/0525 20100101 H01M010/0525; H01M 16/00 20060101 H01M016/00; H01M 4/62 20060101 H01M004/62; H01M 4/583 20100101 H01M004/583, bae systems plc, london, gb
pat6, Electrical Box Safety Redesign, 20130058051, A1, March 7  2013, 350331, 13, January 13  2012, 361/730, 361/730, H05K 5/00 20060101 H05K005/00, , , 
pat7, RESONATOR ENCLOSURE, 20130057364, A1, March 7  2013, 603002, 13, September 4  2012, 333/219.2, 333/219.2, H01P 7/00 20060101 H01P007/00, witricity corporation, watertown, ma
pat8, LIGHTING DEVICE, 20130057141, A1, March 7  2013, 465414, 13, May 7  2012, 313/498, 313/498, H05B 33/12 20060101 H05B033/12, cree  inc., durham, nc
pat9, ENERGY HARVESTER, 20130057111, A1, March 7  2013, 119885, 13, September 10  2009, 310/306 ; 310/319, 310/306 ; 310/319, H02N 2/18 20060101 H02N002/18; H02N 3/00 20060101 H02N003/00, , , 
pat10, POWER STORAGE DEVICE AND POWER STORAGE SYSTEM, 20130057074, A1, March 7  2013, 589860, 13, August 20  2012, 307/66, 307/66, H02J 9/00 20060101 H02J009/00, sony corporation, tokyo, jp
pat11, ION IMPLANT APPARATUS AND METHOD OF ION IMPLANTATION, 20130056655, A1, March 7  2013, 226590, 13, September 7  2011, 250/492.21, 250/492.21, G21K 5/10 20060101 G21K005/10, twin creeks technologies  inc., san jose, ca
pat12, MOUNTING SYSTEM FOR PHOTOVOLTAIC ARRAYS, 20130056595, A1, March 7  2013, 602161, 13, September 2  2012, 248/176.1, 248/176.1, F24J 2/52 20060101 F24J002/52, rterra holdings  llc, middletown, ri
pat13, Fully Autonomous Lashing Platform, 20130056093, A1, March 7  2013, 635282, 13, January 14  2011, 137/343, 137/343, F16L 3/00 20060101 F16L003/00, , , 
pat14, Photovoltaic Module and Method of Manufacturing the Same, 20130056067, A1, March 7  2013, 224339, 13, September 2  2011, 136/259 ; 257/E31.117; 438/64, 136/259 ; 438/64; 257/E31.117, H01L 31/0203 20060101 H01L031/0203, du pont apollo limited, hong kong, hk
pat15, WEDGE-SHAPED CARRIER FOR SOLAR CELLS, 20130056048, A1, March 7  2013, 652125, 13, October 15  2012, 136/251 ; 136/259, 136/251 ; 136/259, H01L 31/048 20060101 H01L031/048; H01L 31/0203 20060101 H01L031/0203, sika technology ag, baar, ch
pat16, PHOTOVOLTAIC MODULE WITH SEALED PERIMETER AND METHOD OF FORMATION, 20130056047, A1, March 7  2013, 601594, 13, August 31  2012, 136/251 ; 257/E31.117; 438/66, 136/251 ; 438/66; 257/E31.117, H01L 31/048 20060101 H01L031/048; H01L 31/0203 20060101 H01L031/0203, , , 
pat17, SOLAR RECEIVER SUPPORT STRUCTURE, 20130056001, A1, March 7  2013, 698062, 13, May 16  2011, 126/696 ; 72/324, 126/696 ; 72/324, F24J 2/14 20060101 F24J002/14; F24J 2/52 20060101 F24J002/52, ledergerber hinderling; christine maria, zurich, ch
pat18, CONCENTRATING SOLAR ENERGY DEVICE, 20130055999, A1, March 7  2013, 225410, 13, September 3  2011, 126/600 ; 126/685; 126/693; 72/379.2, 126/600 ; 126/693; 126/685; 72/379.2, F24J 2/10 20060101 F24J002/10; F24J 2/18 20060101 F24J002/18; B21D 31/00 20060101 B21D031/00; F24J 2/38 20060101 F24J002/38, , , 
pat19, Photovoltaic Roofing Elements  Photovoltaic Roofing Systems  Methods and Kits, 20130055664, A1, March 7  2013, 598082, 13, August 29  2012, 52/173.3 ; 136/244; 136/252; 52/745.21, 52/173.3 ; 136/244; 136/252; 52/745.21, E04D 13/18 20060101 E04D013/18; H01L 31/04 20060101 H01L031/04; H01L 31/042 20060101 H01L031/042, certainteed corporation, valley forge, pa
pat20, SOLAR PANEL SECURING ASSEMBLY FOR SHEET METAL SLOPING ROOFS, 20130055662, A1, March 7  2013, 224652, 13, September 2  2011, 52/173.3, 52/173.3, E04D 13/18 20060101 E04D013/18, opsun technologies inc., st-augustin-de-desmaures, ca
pat21, MOTORIZED GOLF BALL CLEANING DEVICE, 20130055514, A1, March 7  2013, 407707, 13, February 28  2012, 15/21.2, 15/21.2, A63B 47/04 20060101 A63B047/04, , , 
pat22, 3D INTER-STRATUM CONNECTIVITY ROBUSTNESS, 20130055183, A1, February 28  2013, 217381, 13, August 25  2011, 716/111, 716/111, G06F 17/50 20060101 G06F017/50, international business machines corporation, armonk, ny
pat23, METHOD AND DEVICE FOR PRODUCING A SOLAR MODULE COMPRISING FLEXIBLE THIN-FILM SOLAR CELLS  AND SOLAR MODULE COMPRISING FLEXIBLE THIN-FILM SOLAR CELLS, 20130052773, A1, February 28  2013, 642371, 13, April 19  2011, 438/80 ; 257/E31.001; 29/738; 29/739; 29/742; 29/747, 438/80 ; 29/738; 29/739; 29/747; 29/742; 257/E31.001, H01L 31/18 20060101 H01L031/18; H05K 13/04 20060101 H05K013/04; H05K 13/06 20060101 H05K013/06; H05K 13/02 20060101 H05K013/02, muehlbauer ag, roding, de
pat24, METHOD AND APPARATUS FOR ASSEMBLING PHOTOVOLTAIC CELLS, 20130052770, A1, February 28  2013, 223242, 13, August 31  2011, 438/67 ; 257/E31.11; 29/743; 29/759; 29/760, 438/67 ; 29/743; 29/759; 29/760; 257/E31.11, H01L 31/18 20060101 H01L031/18, alta devices  inc., santa clara, ca
pat25, VERTICAL SOLID-STATE TRANSDUCERS HAVING BACKSIDE TERMINALS AND ASSOCIATED SYSTEMS AND METHODS, 20130052759, A1, February 28  2013, 218289, 13, August 25  2011, 438/14 ; 257/E21.529; 257/E33.068; 438/29, 438/14 ; 438/29; 257/E33.068; 257/E21.529, H01L 33/58 20100101 H01L033/58; H01L 21/66 20060101 H01L021/66, micron technology  inc., boise, id
pat26, SPINNAKER SAILS FROM INTERWOVEN STRAPS FOR GENERATING ELECTRIC POWER FROM WIND, 20130052014, A1, February 28  2013, 218445, 13, August 25  2011, 416/66, 416/66, F03D 5/00 20060101 F03D005/00, , , 
pat27, GLASS AS A SUBSTRATE MATERIAL AND A FINAL PACKAGE FOR MEMS AND IC DEVICES, 20130050228, A1, February 28  2013, 221717, 13, August 30  2011, 345/501 ; 257/692; 257/E21.5; 257/E21.599; 257/E23.009; 438/113; 438/118, 345/501 ; 438/118; 257/692; 438/113; 257/E23.009; 257/E21.5; 257/E21.599, G06T 1/00 20060101 G06T001/00; H01L 23/15 20060101 H01L023/15; H01L 21/78 20060101 H01L021/78; H01L 21/52 20060101 H01L021/52, qualcomm mems technologies  inc., san diego, ca
pat28, GLASS AS A SUBSTRATE MATERIAL AND A FINAL PACKAGE FOR MEMS AND IC DEVICES, 20130050227, A1, February 28  2013, 221701, 13, August 30  2011, 345/501 ; 206/524.6; 257/66; 257/690; 257/774; 257/E23.01; 257/E23.011; 257/E29.003, 345/501 ; 257/690; 257/66; 257/774; 206/524.6; 257/E23.01; 257/E29.003; 257/E23.011, G06T 1/00 20060101 G06T001/00; H01L 29/04 20060101 H01L029/04; B65D 85/00 20060101 B65D085/00; H01L 23/48 20060101 H01L023/48, qualcomm mems technologies  inc., san diego, ca
pat29, GLASS AS A SUBSTRATE MATERIAL AND A FINAL PACKAGE FOR MEMS AND IC DEVICES, 20130050155, A1, February 28  2013, 221744, 13, August 30  2011, 345/204 ; 29/729; 361/746, 345/204 ; 361/746; 29/729, G09G 5/00 20060101 G09G005/00; H05K 13/00 20060101 H05K013/00; H05K 7/00 20060101 H05K007/00, qualcomm mems technologies  inc., san diego, ca
pat30, EPITAXIAL FILM FORMING METHOD  VACUUM PROCESSING APPARATUS  SEMICONDUCTOR LIGHT EMITTING ELEMENT MANUFACTURING METHOD  SEMICONDUCTOR LIGHT EMITTING ELEMENT  AND ILLUMINATING DEVICE, 20130049064, A1, February 28  2013, 661948, 13, October 26  2012, 257/103 ; 204/298.08; 204/298.15; 257/E21.09; 257/E33.023; 438/46; 438/478, 257/103 ; 438/478; 438/46; 204/298.15; 204/298.08; 257/E21.09; 257/E33.023, H01L 33/04 20100101 H01L033/04; C23C 14/34 20060101 C23C014/34; H01L 21/20 20060101 H01L021/20, canon anelva corporation, kanagawa, jp
pat31, THERMAL CONDUCTIVITY AND PHASE TRANSITION HEAT TRANSFER MECHANISM INCLUDING OPTICAL ELEMENT TO BE COOLED BY HEAT TRANSFER OF THE MECHANISM, 20130049041, A1, February 28  2013, 221244, 13, August 30  2011, 257/98 ; 257/432; 257/E31.129; 257/E31.131; 257/E33.061; 257/E33.075, 257/98 ; 257/432; 257/E31.129; 257/E31.131; 257/E33.061; 257/E33.075, H01L 33/50 20100101 H01L033/50; H01L 31/0232 20060101 H01L031/0232; H01L 31/024 20060101 H01L031/024; H01L 33/64 20100101 H01L033/64, , , 
pat32, SOLID-STATE RADIATION TRANSDUCER DEVICES HAVING FLIP-CHIP MOUNTED SOLID-STATE RADIATION TRANSDUCERS AND ASSOCIATED SYSTEMS AND METHODS, 20130049039, A1, February 28  2013, 219530, 13, August 26  2011, 257/98 ; 257/432; 257/E31.117; 257/E31.127; 257/E33.066; 257/E33.068; 438/27; 438/65, 257/98 ; 257/432; 438/27; 438/65; 257/E33.066; 257/E33.068; 257/E31.127; 257/E31.117, H01L 33/62 20100101 H01L033/62; H01L 21/52 20060101 H01L021/52; H01L 31/18 20060101 H01L031/18; H01L 31/0232 20060101 H01L031/0232, micron technology  inc., boise, id
pat33, Optoelectronic Device Package  Array and Method of Fabrication, 20130049022, A1, February 28  2013, 221023, 13, August 30  2011, 257/88 ; 257/433; 257/99; 257/E27.121; 257/E31.12; 257/E31.126; 257/E33.06; 257/E33.064; 438/33; 438/68, 257/88 ; 257/99; 257/433; 438/33; 438/68; 257/E33.06; 257/E27.121; 257/E33.064; 257/E31.126; 257/E31.12, H01L 27/15 20060101 H01L027/15; H01L 31/18 20060101 H01L031/18; H01L 33/42 20100101 H01L033/42; H01L 33/44 20100101 H01L033/44; H01L 31/0216 20060101 H01L031/0216, general electric company, schenectady, ny
pat34, Combination Scale And Germicidal Sterilization Apparatus, 20130048876, A1, February 28  2013, 216320, 13, August 24  2011, 250/492.1, 250/492.1, A61L 2/10 20060101 A61L002/10, , , 
pat35, Rackless Height Adjustable Mount For Attaching An Article To A Roof, 20130048816, A1, February 28  2013, 223195, 13, August 31  2011, 248/237, 248/237, F16M 13/02 20060101 F16M013/02, , , 
pat36, SYSTEM AND METHOD FOR INSTALLATION OF PHOTOVOLTAIC MODULES, 20130048815, A1, February 28  2013, 220768, 13, August 30  2011, 248/228.1 ; 29/525.01, 248/228.1 ; 29/525.01, F16M 11/00 20060101 F16M011/00; B23P 17/04 20060101 B23P017/04, general electric company, schenectady, ny
pat37, Impermeable PVD Target Coating for Porous Target Materials, 20130048488, A1, February 28  2013, 219832, 13, August 29  2011, 204/192.1 ; 204/298.02; 204/298.13; 257/E31.027; 427/154; 427/372.2; 427/402; 427/404; 427/407.1; 438/84, 204/192.1 ; 204/298.02; 204/298.13; 427/402; 427/404; 427/407.1; 427/154; 427/372.2; 438/84; 257/E31.027, C23C 14/34 20060101 C23C014/34; B05D 1/36 20060101 B05D001/36; H01L 31/18 20060101 H01L031/18; B05D 5/00 20060101 B05D005/00; B05D 3/02 20060101 B05D003/02; C23C 14/06 20060101 C23C014/06; B05D 1/38 20060101 B05D001/38, , , 
pat38, JUNCTION BOX, 20130048334, A1, February 28  2013, 219763, 13, August 29  2011, 174/59, 174/59, H01R 13/46 20060101 H01R013/46, tyco electronics corporation, berwyn, pa
pat39, PHOTOVOLTAIC MODULE, 20130048057, A1, February 28  2013, 660092, 13, October 25  2012, 136/251 ; 136/259; 257/E21.502; 438/64, 136/251 ; 136/259; 438/64; 257/E21.502, H01L 31/0216 20060101 H01L031/0216; H01L 21/56 20060101 H01L021/56; H01L 31/048 20060101 H01L031/048, , , 
pat40, SOLAR PANEL ASSEMBLY ATTACHMENT APPARATUS, 20130048056, A1, February 28  2013, 220077, 13, August 29  2011, 136/251 ; 29/876; 29/890.033, 136/251 ; 29/876; 29/890.033, H01L 31/048 20060101 H01L031/048; H01L 31/18 20060101 H01L031/18, a. raymond et cie, grenoble, fr
pat41, SOLAR COLLECTOR HAVING FRESNEL MIRRORS, 20130048053, A1, February 28  2013, 578488, 13, February 8  2011, 136/246 ; 126/600; 126/685, 136/246 ; 126/600; 126/685, H01L 31/052 20060101 H01L031/052; F24J 2/18 20060101 F24J002/18; F24J 2/38 20060101 F24J002/38, pk-enr, tassin-la-demi-lune, fr
pat42, CONCENTRATING PHOTOVOLTAIC SYSTEM MODULE WITH ACTUATOR CONTROL, 20130048051, A1, February 28  2013, 217812, 13, August 25  2011, 136/246, 136/246, H01L 31/052 20060101 H01L031/052, , , 
pat43, SINGLE USE PULSE OXIMETER, 20130046163, A1, February 21  2013, 612962, 13, September 13  2012, 600/340 ; 600/323, 600/340 ; 600/323, A61B 5/1455 20060101 A61B005/1455, smiths medical asd  inc., rockland, ma
pat44, SWING PLAY SYSTEMS AND METHODS OF PLAY, 20130045813, A1, February 21  2013, 647598, 13, October 9  2012, 472/118, 472/118, A63G 9/00 20060101 A63G009/00, , , 
pat45, Immersible Bioreactor Illumination System, 20130045531, A1, February 21  2013, 646656, 13, October 5  2012, 435/292.1, 435/292.1, C12M 1/42 20060101 C12M001/42, , , 
pat46, Integrated Advanced Heat Spreader for Solid-State Laser Systems, 20130044776, A1, February 21  2013, 555884, 13, July 23  2012, 372/34 ; 156/60, 372/34 ; 156/60, H01S 3/04 20060101 H01S003/04; B32B 37/14 20060101 B32B037/14, the curators of the university of missouri, columbia, mo
pat47, APPARATUS AND METHOD FOR PRODUCING AC POWER, 20130043733, A1, February 21  2013, 631158, 13, September 28  2012, 307/82, 307/82, H02J 1/00 20060101 H02J001/00, , , 
pat48, SUPPORT SYSTEM FOR SOLAR PANELS, 20130043199, A1, February 21  2013, 656958, 13, October 22  2012, 211/41.1 ; 29/525.01, 211/41.1 ; 29/525.01, F24J 2/52 20060101 F24J002/52; B23P 11/00 20060101 B23P011/00, northern states metals company, west hartford, ct
pat49, Junction Box, 20130043055, A1, February 21  2013, 586286, 13, August 15  2012, 174/50.54 ; 174/520; 174/59, 174/50.54 ; 174/520; 174/59, H02G 3/18 20060101 H02G003/18; H05K 5/06 20060101 H05K005/06; H01R 13/46 20060101 H01R013/46, , , 
pat50, PHOTOVOLTAIC SOLAR CONCENTRATION SYSTEM, 20130042915, A1, February 21  2013, 579647, 13, February 2  2011, 136/259, 136/259, H01L 31/0232 20060101 H01L031/0232, abengoa solar new technologies  s.a., sevilla, es
pat51, DEVICE  PANEL HOLDER AND SYSTEM FOR GENERATING ELECTRICITY FROM SOLAR RADIATION, 20130042905, A1, February 21  2013, 576078, 13, February 4  2011, 136/251, 136/251, H01L 31/048 20060101 H01L031/048, tulipps solar international b.v., eindhoven, nl
pat52, Solar Energy Positioning System Using Cable Drives and Two Axis Pivot, 20130042856, A1, February 21  2013, 211431, 13, August 17  2011, 126/606 ; 359/876, 126/606 ; 359/876, F24J 2/52 20060101 F24J002/52; G02B 7/198 20060101 G02B007/198, google inc., mountain view, ca
pat53, LIPSEALS AND CONTACT ELEMENTS FOR SEMICONDUCTOR ELECTROPLATING APPARATUSES, 20130042454, A1, February 21  2013, 584343, 13, August 13  2012, 29/407.09 ; 204/279; 204/297.01, 29/407.09 ; 204/279; 204/297.01, C25D 17/06 20060101 C25D017/06; B23Q 17/00 20060101 B23Q017/00; C25D 17/00 20060101 C25D017/00, , , 
pat54, Flexible and Stretchable Electronic Systems for Epidermal Electronics, 20130041235, A1, February 14  2013, 492636, 13, June 8  2012, 600/306 ; 600/386; 977/700; 977/904, 600/306 ; 600/386; 977/700; 977/904, A61B 5/04 20060101 A61B005/04; A61B 5/053 20060101 A61B005/053, , , 
pat55, PRECURSORS AND USES FOR CIS AND CIGS PHOTOVOLTAICS, 20130040418, A1, February 14  2013, 631861, 13, September 28  2012, 438/95 ; 257/E31.004; 257/E31.008, 438/95 ; 257/E31.008; 257/E31.004, H01L 31/18 20060101 H01L031/18, precursor energetics  inc., santa clara, ca
pat56, SOLAR TRACKING BEARING AND SOLAR TRACKING SYSTEM EMPLOYING SAME, 20130039610, A1, February 14  2013, 572138, 13, August 10  2012, 384/428, 384/428, F16C 35/02 20060101 F16C035/02, , , 
pat57, INTEGRAL MODULE POWER CONDITIONING SYSTEM, 20130039028, A1, February 14  2013, 208607, 13, August 12  2011, 361/829, 361/829, H02B 1/01 20060101 H02B001/01, general electric company, schenectady, ny
pat58, INVERTER, 20130038993, A1, February 14  2013, 643111, 13, May 31  2011, 361/679.01, 361/679.01, H05K 5/02 20060101 H05K005/02, fronius international gmbh, pettenbach, at
pat59, CPV System and Method Therefor, 20130038132, A1, February 14  2013, 206258, 13, August 9  2011, 307/82 ; 136/246, 307/82 ; 136/246, H01L 31/052 20060101 H01L031/052; H02J 1/12 20060101 H02J001/12, southwest solar technologies  inc., phoenix, az
pat60, POLE-MOUNTED POWER GENERATION SYSTEMS  STRUCTURES AND PROCESSES, 20130038124, A1, February 14  2013, 615014, 13, September 13  2012, 307/31 ; 307/150, 307/31 ; 307/150, H02J 3/00 20060101 H02J003/00; H01L 31/042 20060101 H01L031/042, , , 
pat61, PHOTOINTERRUPTER  METHOD OF MANUFACTURING THE SAME  AND MOUNTING STRUCTURE OF THE SAME, 20130037702, A1, February 14  2013, 568643, 13, August 7  2012, 250/221 ; 29/527.4, 250/221 ; 29/527.4, H01L 31/12 20060101 H01L031/12; H01L 31/18 20060101 H01L031/18, rohm co.  ltd., kyoto-shi, jp
pat62, Systems and Methods for Long Endurance Airship Operations, 20130037650, A1, February 14  2013, 623757, 13, September 20  2012, 244/2, 244/2, B64B 1/00 20060101 B64B001/00, , , 
pat63, PRECURSORS AND USES FOR CIS AND CIGS PHOTOVOLTAICS, 20130037106, A1, February 14  2013, 631864, 13, September 29  2012, 136/258 ; 257/E31.004; 257/E31.008; 438/95, 136/258 ; 438/95; 257/E31.008; 257/E31.004, H01L 31/18 20060101 H01L031/18; H01L 31/0264 20060101 H01L031/0264, precursor energetics  inc., santa clara, ca
pat64, FOUNDATION SYSTEM FOR SOLAR PANELS HAVING PREASSEMBLED FITTINGS, 20130037088, A1, February 14  2013, 574554, 13, January 18  2011, 136/251, 136/251, H01L 31/048 20060101 H01L031/048, , , 
pat65, SOLAR CELL MODULE, 20130037083, A1, February 14  2013, 426889, 13, March 22  2012, 136/246 ; 136/251, 136/246 ; 136/251, H01L 31/052 20060101 H01L031/052; H01L 31/048 20060101 H01L031/048, , , 
pat66, MOUNTING INTERFACE FOR A PHOTOVOLTAIC MODULE, 20130037075, A1, February 14  2013, 516456, 13, December 17  2010, 136/244, 136/244, H01L 31/042 20060101 H01L031/042, oerlikon solar ag  trubbach, trubbach, ch
pat67, Apparatuses  Systems and Methods for Cleaning Photovoltaic Devices, 20130037051, A1, February 14  2013, 567205, 13, August 6  2012, 134/6 ; 15/21.1, 134/6 ; 15/21.1, A46B 13/00 20060101 A46B013/00; B08B 1/00 20060101 B08B001/00, , , 
pat68, BREATHING AND DESICCANT REGENERATING CYCLE FOR REDUCING CONDENSATION IN CONCENTRATOR PHOTOVOLTAIC MODULES, 20130036909, A1, February 14  2013, 571972, 13, August 10  2012, 95/91 ; 136/259, 95/91 ; 136/259, B01D 53/26 20060101 B01D053/26; H01L 31/0203 20060101 H01L031/0203; H01L 31/0232 20060101 H01L031/0232, , , 
pat69, Modular Structural Framing System, 20130036685, A1, February 14  2013, 653993, 13, October 17  2012, 52/173.3 ; 52/292; 52/296; 52/650.1, 52/173.3 ; 52/650.1; 52/292; 52/296, E04D 13/18 20060101 E04D013/18; E02D 27/00 20060101 E02D027/00; E04C 3/04 20060101 E04C003/04, , , 
pat70, Gallium arsenide solar cell with germanium/palladium contact, 20130034931, A1, February 7  2013, 603088, 13, September 4  2012, 438/87 ; 257/E31.02, 438/87 ; 257/E31.02, H01L 31/18 20060101 H01L031/18, emcore corporation, albuquerque, nm
pat71, RE-COMBINER BOX OF PHOTOVOLTAIC SYSTEM, 20130033115, A1, February 7  2013, 195069, 13, August 1  2011, 307/85 ; 200/15; 200/17R; 29/825, 307/85 ; 200/17.R; 200/15; 29/825, H02J 1/10 20060101 H02J001/10; H01H 21/56 20060101 H01H021/56; H01R 43/00 20060101 H01R043/00; H01H 3/08 20060101 H01H003/08, general electric company, schenectady, ny
pat72, FLAT-ROOF MOUNTING SYSTEM FOR PHOTOVOLTAIC MODULES, 20130032208, A1, February 7  2013, 567114, 13, August 6  2012, 136/259, 136/259, H01L 31/0203 20060101 H01L031/0203, , , 
pat73, Connection Slider  Frame and Arrangement for Attaching Photovoltaic Modules or Collector Modules and Method for Attaching Frames, 20130032200, A1, February 7  2013, 634120, 13, March 14  2011, 136/251 ; 211/41.1; 29/525.01; 29/592.1; 403/188, 136/251 ; 403/188; 29/525.01; 29/592.1; 211/41.1, H01L 31/048 20060101 H01L031/048; B23P 11/00 20060101 B23P011/00; H05K 13/04 20060101 H05K013/04; F16B 7/20 20060101 F16B007/20, mounting systems gmbh, mounting, rangsdorf
pat74, ATTACHMENT STRUCTURES FOR BUILDING INTEGRABLE PHOTOVOLTAIC MODULES, 20130032198, A1, February 7  2013, 198539, 13, August 4  2011, 136/251 ; 136/244; 136/252; 29/428, 136/251 ; 136/252; 136/244; 29/428, H01L 31/048 20060101 H01L031/048; H01L 31/05 20060101 H01L031/05; B23P 11/00 20060101 B23P011/00; H01L 31/02 20060101 H01L031/02, miasole, santa clara, ca
pat75, METHOD AND APPARATUS FOR DISTRIBUTED TRACKING SOLAR COLLECTOR, 20130032196, A1, February 7  2013, 570967, 13, August 9  2012, 136/246 ; 126/574; 250/203.4; 33/301, 136/246 ; 126/574; 250/203.4; 33/301, F24J 2/38 20060101 F24J002/38; G01J 1/44 20060101 G01J001/44; G01C 9/00 20060101 G01C009/00; H01L 31/052 20060101 H01L031/052, , , 
pat76, METHODS AND DEVICES FOR LARGE-SCALE SOLAR INSTALLATIONS, 20130032192, A1, February 7  2013, 649138, 13, October 11  2012, 136/244, 136/244, H01L 31/042 20060101 H01L031/042, nanosolar  inc., san jose, ca
pat77, PROFILES FOR FIXING RIGID PLATES, 20130032191, A1, February 7  2013, 648554, 13, October 10  2012, 136/244, 136/244, H01L 31/042 20060101 H01L031/042, renolit belgium n.v., oudenaarde, be
pat78, SYSTEMS AND METHODS OF GENERATING ENERGY FROM SOLAR RADIATION, 20130032136, A1, February 7  2013, 648893, 13, October 10  2012, 126/625, 126/625, F24J 2/36 20060101 F24J002/36, combined power llc, santee, ca
pat79, Apparatuses and Methods for Determining and Changing the Orientation of Solar Energy Capture Devices, 20130032135, A1, February 7  2013, 204060, 13, August 5  2011, 126/572 ; 33/365, 126/572 ; 33/365, F24J 2/40 20060101 F24J002/40; G01C 9/00 20060101 G01C009/00, google inc., mountain view, ca
pat80, Customizable Head Protection, 20130031700, A1, February 7  2013, 563710, 13, July 31  2012, 2/411 ; 2/410, 2/411 ; 2/410, A42B 3/04 20060101 A42B003/04, , , 
pat81, ELECTRIC SPRING TERMINAL UNIT AND ELECTRIC CONNECTING DEVICE, 20130029542, A1, January 31  2013, 639687, 13, April 4  2011, 439/843, 439/843, H01R 13/187 20060101 H01R013/187, tyco electronics amp gmbh, bensheim, de
pat82, CONVERTERS AND INVERTERS FOR PHOTOVOLTAIC POWER SYSTEMS, 20130027979, A1, January 31  2013, 618401, 13, September 14  2012, 363/16, 363/16, H02M 3/335 20060101 H02M003/335, , , 
pat83, WAFER-LEVEL PACKAGING FOR SOLID-STATE TRANSDUCERS AND ASSOCIATED SYSTEMS AND METHODS, 20130026499, A1, January 31  2013, 190971, 13, July 26  2011, 257/88 ; 257/98; 257/E21.521; 257/E33.001; 438/16, 257/88 ; 438/16; 257/98; 257/E21.521; 257/E33.001, H01L 33/08 20100101 H01L033/08; H01L 33/00 20100101 H01L033/00; H01L 21/66 20060101 H01L021/66, micron technology  inc., boise, id
pat84, INK DEPOSITION PROCESSES FOR PHOTOVOLTAIC ABSORBERS, 20130025680, A1, January 31  2013, 631867, 13, September 29  2012, 136/262 ; 136/252; 136/264; 257/E31.005; 438/95, 136/262 ; 438/95; 136/252; 136/264; 257/E31.005, H01L 31/18 20060101 H01L031/18; H01L 31/0296 20060101 H01L031/0296, precursor energetics  inc., santa clara, ca
pat85, PHOTOVOLTAIC CELL SUBSTRATE  METHOD OF PRODUCING PHOTOVOLTAIC CELL SUBSTRATE  PHOTOVOLTAIC CELL ELEMENT AND PHOTOVOLTAIC CELL, 20130025669, A1, January 31  2013, 556850, 13, July 24  2012, 136/256 ; 257/E31.13; 438/57, 136/256 ; 438/57; 257/E31.13, H01L 31/0236 20060101 H01L031/0236; H01L 31/18 20060101 H01L031/18; H01L 31/0224 20060101 H01L031/0224, , , 
pat86, PHOTOVOLTAIC MODULE KIT INCLUDING CONNECTOR ASSEMBLY FOR NON-PENETRATING ARRAY INSTALLATION, 20130025652, A1, January 31  2013, 624521, 13, September 21  2012, 136/251, 136/251, H01L 31/048 20060101 H01L031/048, , , 
pat87, SYSTEM FOR REDUCING ENERGY CONSUMPTION IN A BUILDING, 20130024029, A1, January 24  2013, 338225, 13, December 27  2011, 700/278, 700/278, G05D 23/19 20060101 G05D023/19, tran; bao, saratoga, ca
pat88, MANUFACTURE OF PHOTOVOLTAIC MODULE COMPRISING CELL ASSEMBLY, 20130023068, A1, January 24  2013, 637057, 13, March 24  2011, 438/15 ; 257/E31.117; 438/66, 438/15 ; 438/66; 257/E31.117, H01L 31/0203 20060101 H01L031/0203, nexcis, rousset, fr
pat89, Personal Energy Christmas Ornaments, 20130021788, A1, January 24  2013, 550644, 13, July 17  2012, 362/183, 362/183, F21L 4/00 20060101 F21L004/00, , , 
pat90, RESILIENT MOUNTING ASSEMBLY FOR PHOTOVOLTAIC MODULES, 20130021730, A1, January 24  2013, 551003, 13, July 17  2012, 361/679.01, 361/679.01, H05K 7/00 20060101 H05K007/00, enphase energy  inc., petaluma, ca
pat91, HEAD MOUNT DISPLAY, 20130021311, A1, January 24  2013, 630839, 13, September 28  2012, 345/211, 345/211, G06F 3/038 20060101 G06F003/038, , , 
pat92, TOUCH-SENSING DISPLAY APPARATUS AND ELECTRONIC DEVICE THEREWITH, 20130021300, A1, January 24  2013, 548749, 13, July 13  2012, 345/175, 345/175, G06F 3/042 20060101 G06F003/042, flatfrog laboratories ab, lund, se
